0, 0
3.0867, 0
3.0867, 0
3.0867, 0
3.0867, 0
3.0867, 0
3.0867, 0
3.0867, 0
6.0486, 0.0801
9.0336, 0.3803
12.1304, 0.9281
15.1181, 1.7084
18.1227, 2.7454
20.9053, 3.9746
23.6451, 5.4091
26.4940, 6.9484
29.1837, 8.2875
31.9403, 9.5213
34.7224, 10.6144
37.5870, 11.6305
40.6214, 12.6255
43.6251, 13.5039
46.5666, 14.2594
49.6899, 14.9882
52.7407, 15.6287
55.5624, 16.1829
58.5657, 16.7217
61.5461, 17.2218
64.5968, 17.6830
67.5443, 18.1083
70.5433, 18.5354
73.4881, 18.9673
76.6564, 19.4402
79.6830, 19.9207
82.6152, 20.3869
85.5122, 20.8561
88.5213, 21.3357
91.5194, 21.8063
94.6338, 22.2961
97.7008, 22.7761
100.8588, 23.2922
103.8749, 23.7995
107.0899, 24.3346
110.0977, 24.8307
113.0550, 25.3364
116.0123, 25.8481
119.0831, 26.3881
122.0690, 26.9002
125.0097, 27.3964
128.1080, 27.9040
131.1416, 28.4033
134.1895, 28.8878
137.1470, 29.3732
140.1417, 29.8750
143.3408, 30.4003
146.3176, 30.8886
149.4529, 31.4352
152.4386, 31.9699
155.5185, 32.4866
158.4642, 32.9894
161.4609, 33.5146
164.6420, 34.0732
167.6346, 34.5952
170.7564, 35.1268
173.6982, 35.6317
176.7099, 36.1411
179.6300, 36.6169
182.6362, 37.1134
185.7769, 37.6302
188.7562, 38.1087
191.8919, 38.6086
194.8252, 39.0903
197.8879, 39.5941
200.8980, 40.0954
203.9938, 40.6171
207.0155, 41.1205
210.0502, 41.6129
213.1067, 42.1025
216.1352, 42.6038
219.2522, 43.1027
222.1126, 43.5489
225.1400, 44.0201
228.1739, 44.5062
231.1376, 44.9810
234.2907, 45.4949
237.3612, 45.9955
240.4321, 46.5054
243.4482, 47.0157
246.6260, 47.5550
249.5747, 48.0480
252.6858, 48.5801
255.5947, 49.0758
258.6018, 49.5813
261.6580, 50.0867
264.6845, 50.5784
267.8074, 51.1004
270.7856, 51.6101
274.0526, 52.1626
277.0917, 52.6633
280.3390, 53.1936
283.5266, 53.7225
286.5185, 54.2151
289.7181, 54.7462
292.8144, 55.2499
295.8088, 55.7252
295.7777, 55.7202
295.7549, 55.7152
295.8141, 55.7318
295.7922, 55.7243
295.7808, 55.7196
295.8336, 55.7449
295.8188, 55.7367
295.7751, 55.7094
295.7713, 55.7067
295.7667, 55.7031
295.7584, 55.6956
295.7753, 55.7126
295.7974, 55.7376
295.7997, 55.7406
295.7698, 55.6977
295.7367, 55.6440
295.7458, 55.6609
295.7514, 55.6728
295.7366, 55.6363
295.7645, 55.7190
295.7676, 55.7302
295.7752, 55.7666
295.7696, 55.7291
295.7738, 55.7733
295.7740, 55.7787
295.7726, 55.8345
295.7761, 55.7905
295.3324, 59.0364
294.9465, 61.9904
294.7064, 65.0715
294.6211, 68.0828
294.6154, 70.9771
294.6398, 74.0398
294.6767, 77.0154
294.6905, 79.9055
294.6556, 83.0105
294.5169, 86.0502
294.2909, 89.0783
294.2886, 89.0996
294.2918, 89.1368
295.1340, 91.9636
295.8385, 94.9549
296.3294, 98.1372
296.3491, 98.4161
296.2784, 98.1511
297.6384, 100.9407
298.8204, 103.9611
299.6970, 106.8963
299.5743, 106.5178
300.4436, 108.4350
301.9712, 111.0042
303.4359, 113.6399
304.8824, 116.3581
306.5940, 118.8936
308.6786, 121.2794
310.8092, 123.4825
312.9592, 125.6700
315.1611, 127.7527
317.3897, 129.6257
319.8255, 131.4484
322.4221, 133.1924
324.9268, 134.7104
327.5643, 136.1912
330.1435, 137.5221
332.8423, 138.7841
335.6314, 139.9740
338.6102, 141.1309
341.6058, 142.1616
344.6544, 143.0880
347.6400, 143.8783
350.5393, 144.5873
353.5731, 145.2752
356.6769, 145.9069
359.7058, 146.4676
362.7262, 146.9820
365.7146, 147.4588
368.6357, 147.9148
371.7407, 148.3857
374.8707, 148.8537
377.9438, 149.2973
380.8372, 149.7116
383.9138, 150.1685
386.9882, 150.6343
389.9729, 151.0968
393.1003, 151.5922
393.2729, 151.6206
396.1206, 151.5429
399.2447, 151.5237
399.3309, 151.5274
402.3918, 151.0843
405.4850, 150.6280
406.2044, 150.5768
406.4240, 150.5346
409.2043, 149.4372
412.0764, 148.5405
415.2910, 147.7948
415.3118, 147.7875
418.0530, 146.4399
420.8444, 144.9607
423.6426, 143.6224
425.7784, 142.4427
428.0786, 140.7848
430.4020, 138.8295
432.7265, 136.7894
435.0001, 134.7375
437.2525, 132.4217
439.2828, 129.9656
441.0431, 127.5734
442.8368, 124.9798
444.4346, 122.4751
445.9918, 119.8035
447.4792, 116.9533
448.6926, 114.3006
449.8812, 111.4757
450.9832, 108.6064
452.0234, 105.6288
452.9522, 102.7296
453.8095, 99.7902
454.6308, 96.6738
455.3553, 93.5243
455.9709, 90.4583
456.5027, 87.4683
456.9897, 84.5249
457.4624, 81.4324
457.4643, 81.4195
457.4542, 81.4672
457.4376, 81.5277
457.4478, 81.4974
457.4661, 81.4524
457.4863, 81.4097
457.4729, 81.4342
457.4738, 81.4327
457.4679, 81.4411
457.4730, 81.4346
457.5024, 81.4020
457.5043, 81.4002
457.4403, 81.4563
457.4110, 81.4791
457.4065, 81.4822
457.4158, 81.4765
457.4470, 81.4601
457.4401, 81.4633
457.4414, 81.4628
457.5182, 81.4380
457.5340, 81.4338
457.5972, 81.4210
457.5788, 81.4237
457.6173, 81.4203
457.6549, 81.4191
457.6248, 81.4182
457.5961, 81.4156
457.6122, 81.4180
460.6227, 82.0388
463.7832, 82.7322
466.8388, 83.3154
469.6569, 83.7747
472.5962, 84.2052
475.5773, 84.6140
478.6895, 85.0233
481.7859, 85.3994
484.7812, 85.7538
487.6728, 86.0935
490.6401, 86.4406
493.6730, 86.8050
496.6896, 87.2107
499.7502, 87.6466
502.6737, 88.0951
505.7377, 88.6047
508.7502, 89.1459
511.8087, 89.6958
514.9532, 90.2798
517.9309, 90.8370
520.9942, 91.3930
524.0484, 91.9138
527.0544, 92.4432
530.2107, 93.0085
533.1850, 93.5402
536.1864, 94.0689
539.3254, 94.6140
542.3474, 95.1195
545.2998, 95.5902
548.2347, 96.0563
551.2542, 96.5293
554.1978, 96.9983
557.1452, 97.4910
560.2046, 98.0036
563.1050, 98.4639
566.0419, 98.9382
569.0639, 99.4274
572.1044, 99.9228
575.1849, 100.4362
578.3073, 100.9563
581.3108, 101.4381
584.3149, 101.9374
587.3383, 102.4400
590.2936, 102.9253
593.2530, 103.4282
596.2010, 103.9277
599.2848, 104.4562
602.3850, 104.9847
605.5509, 105.5010
608.5133, 105.9882
611.5451, 106.4961
614.3960, 106.9859
617.4074, 107.5044
620.4082, 108.0037
623.3240, 108.4884
626.2648, 108.9597
629.2138, 109.4302
632.1863, 109.9063
635.1195, 110.3912
638.1247, 110.8853
641.1189, 111.3870
644.1682, 111.9115
647.1131, 112.4214
650.2187, 112.9797
653.1924, 113.5132
656.1429, 114.0248
659.0753, 114.5081
662.1691, 115.0043
665.1975, 115.5014
668.2339, 116.0143
671.1091, 116.4986
674.1858, 117.0148
677.1576, 117.5147
680.2483, 118.0515
683.2870, 118.5702
686.3463, 119.0853
689.3156, 119.5831
692.1406, 120.0378
695.3146, 120.5380
698.3327, 121.0348
701.4672, 121.5505
704.5927, 122.0612
707.6501, 122.5665
710.7088, 123.0496
713.7964, 123.5350
717.0259, 124.0422
720.0950, 124.5310
723.1643, 125.0296
726.2242, 125.5033
729.1137, 125.9566
732.2605, 126.4732
735.1834, 126.9758
738.1841, 127.4961
741.1764, 127.9942
744.1976, 128.5034
747.1812, 128.9939
750.2274, 129.4899
753.2396, 129.9859
756.4290, 130.4976
759.4189, 130.9872
762.4659, 131.4779
765.4459, 131.9706
768.4818, 132.4905
771.5071, 133.0259
774.4957, 133.5420
777.4805, 134.0765
780.5714, 134.6401
783.6381, 135.1643
786.6591, 135.6735
789.6286, 136.1802
792.6109, 136.6801
792.6332, 136.6839
792.6567, 136.6892
792.6441, 136.6856
792.6488, 136.6872
792.6113, 136.6716
792.6654, 136.6982
792.6956, 136.7152
792.6868, 136.7096
792.6512, 136.6838
792.5866, 136.6311
792.5752, 136.6207
792.5381, 136.5825
792.4813, 136.5167
792.4471, 136.4720
792.4478, 136.4731
792.4386, 136.4575
792.4248, 136.4309
792.4389, 136.4627
792.4201, 136.4128
792.4040, 136.3612
792.4117, 136.3920
792.4051, 136.3568
792.4098, 136.3938
792.4062, 136.3425
792.4056, 136.3005
792.4050, 136.3160
792.3975, 136.3919
791.9353, 139.3472
791.3712, 142.3910
790.8614, 145.4941
790.4157, 148.6868
790.0505, 151.6320
789.7227, 154.4987
789.3809, 157.6019
789.0355, 160.6583
788.6700, 163.7422
788.2929, 166.8339
788.2908, 166.8494
788.4999, 169.8586
788.7798, 172.9315
788.9392, 176.1558
788.9666, 176.4424
789.8443, 179.4179
790.7212, 182.3248
791.4031, 185.4224
791.2672, 185.0099
792.5529, 187.7471
793.9401, 190.4096
795.1868, 193.1408
796.1332, 194.9786
797.8460, 197.5495
799.8694, 200.0344
801.8037, 202.3068
803.8178, 204.5884
806.0728, 206.8984
808.4254, 208.9597
810.7676, 210.7849
813.2462, 212.5689
815.8151, 214.2822
818.4443, 215.8777
821.1177, 217.3526
823.8779, 218.7139
823.8461, 218.6996
823.8755, 218.7149
823.8781, 218.7165
823.9601, 218.7720
823.9503, 218.7645
823.9472, 218.7618
823.9682, 218.7823
823.9414, 218.7529
823.9369, 218.7473
823.9450, 218.7587
823.8884, 218.6685
823.8692, 218.6336
823.8682, 218.6317
823.8640, 218.6215
823.8463, 218.5704
823.8436, 218.5607
823.8661, 218.6609
823.8640, 218.6477
823.8540, 218.5545
823.8502, 218.4760
823.8503, 218.4597
823.8434, 218.5591
823.8490, 218.5149
823.8501, 218.5091
823.8526, 218.4989
823.8508, 218.5047
823.8316, 218.5561
823.8277, 218.5649
823.7996, 218.6203
823.7995, 218.6203
823.8093, 218.6055
823.7702, 218.6581
823.7752, 218.6521
823.8367, 218.5864
823.7937, 218.6273
823.7558, 218.6594
823.7507, 218.6633
823.7400, 218.6704
823.7445, 218.6678
823.8094, 218.6345
823.8281, 218.6263
823.7870, 218.6415
823.8152, 218.6329
823.8426, 218.6262
823.8994, 218.6159
823.8440, 218.6227
823.8172, 218.6245
823.8084, 218.6246
823.8489, 218.6265
820.7726, 218.3055
817.8723, 218.1322
814.6623, 218.1164
811.5841, 218.2534
808.5953, 218.4712
805.5565, 218.7296
802.3881, 219.0148
799.3946, 219.2360
796.3691, 219.3778
793.3025, 219.3768
790.2291, 219.2072
787.1124, 218.8608
784.1931, 218.3625
781.1685, 217.7126
778.1618, 216.9659
775.2803, 216.1845
772.3464, 215.3532
769.4364, 214.5603
766.4206, 213.7846
763.4785, 213.0799
760.3962, 212.3989
757.4190, 211.8053
754.5673, 211.2510
751.4938, 210.6893
748.5249, 210.1689
